# BJD-2450000   mag       e_mag      Flag   Phase    
  7101.335905   -0.0022   0.00048    0      0.61066  
  7101.356336   -0.0023   0.00048    0      0.61896  
  7101.376768   -0.0023   0.00048    0      0.62726  
  7101.397199   -0.0021   0.00048    1      0.63556  
  7101.417631   -0.0025   0.00048    0      0.64386  
  7101.438063   -0.0022   0.00048    0      0.65216  
  7101.458494   -0.0024   0.00048    0      0.66047  
  7101.478926   -0.0023   0.00048    0      0.66877  
  7101.499357   -0.0024   0.00048    1      0.67707  
  7101.519789   -0.0023   0.00048    0      0.68537  
  7101.540221   -0.0019   0.00048    0      0.69367  
  7101.560652   -0.0020   0.00048    0      0.70198  
  7101.581084   -0.0018   0.00048    0      0.71028  
  7101.621947   -0.0012   0.00048    1      0.72688  
  7101.662810   -0.0012   0.00048    0      0.74348  
  7101.683242   -0.0010   0.00048    0      0.75179  
  7101.724105   -0.0007   0.00048    0      0.76839  
  7101.764968   +0.0001   0.00048    0      0.78499  
  7101.785400   +0.0004   0.00048    1      0.79329  
  7101.805831   +0.0006   0.00048    0      0.80160  
  7101.826263   +0.0011   0.00048    0      0.80990  
  7101.846694   +0.0012   0.00048    0      0.81820  
  7101.867126   +0.0019   0.00048    0      0.82650  
  7101.887558   +0.0018   0.00048    1      0.83480  
  7101.907989   +0.0024   0.00048    0      0.84310  
  7101.928421   +0.0026   0.00048    0      0.85141  
  7101.948852   +0.0032   0.00048    0      0.85971  
  7101.969284   +0.0034   0.00048    0      0.86801  
  7101.989716   +0.0040   0.00048    1      0.87631  
  7102.010147   +0.0042   0.00048    0      0.88461  
  7102.030579   +0.0044   0.00048    0      0.89291  
  7102.051010   +0.0049   0.00048    0      0.90122  
  7102.071442   +0.0052   0.00048    0      0.90952  
  7102.091873   +0.0057   0.00048    1      0.91782  
  7102.112305   +0.0056   0.00048    0      0.92612  
  7102.132737   +0.0064   0.00048    0      0.93442  
  7102.153168   +0.0060   0.00048    0      0.94272  
  7102.173600   +0.0068   0.00048    0      0.95103  
  7102.194031   +0.0065   0.00048    1      0.95933  
  7102.214463   +0.0069   0.00048    1      0.96763  
  7102.234895   +0.0208   0.00048    5      0.97593  
  7102.255326   +0.0577   0.00048    5      0.98423  
  7102.275758   +0.0908   0.00048    5      0.99253  
  7102.296189   +0.1018   0.00048    5      0.00084  
  7102.316621   +0.0857   0.00048    5      0.00914  
  7102.337053   +0.0495   0.00048    5      0.01744  
  7102.357484   +0.0156   0.00048    5      0.02574  
  7102.377916   +0.0067   0.00048    1      0.03404  
  7102.398347   +0.0067   0.00048    1      0.04234  
  7102.418779   +0.0064   0.00048    0      0.05065  
  7102.439211   +0.0062   0.00048    0      0.05895  
  7102.459642   +0.0061   0.00048    0      0.06725  
  7102.480074   +0.0055   0.00048    0      0.07555  
  7102.500505   +0.0055   0.00048    1      0.08385  
  7102.520937   +0.0050   0.00048    0      0.09215  
  7102.541368   +0.0049   0.00048    0      0.10046  
  7102.561800   +0.0042   0.00048    0      0.10876  
  7102.582232   +0.0042   0.00048    0      0.11706  
  7102.602663   +0.0033   0.00048    1      0.12536  
  7102.623095   +0.0034   0.00048    0      0.13366  
  7102.643526   +0.0028   0.00048    0      0.14197  
  7102.663958   +0.0023   0.00048    0      0.15027  
  7102.684390   +0.0020   0.00048    0      0.15857  
  7102.704821   +0.0016   0.00048    1      0.16687  
  7102.725253   +0.0015   0.00048    0      0.17517  
  7102.745684   +0.0007   0.00048    0      0.18347  
  7102.766116   +0.0010   0.00048    0      0.19178  
  7102.786548   -0.0000   0.00048    0      0.20008  
  7102.806979   +0.0005   0.00048    1      0.20838  
  7102.827411   -0.0007   0.00048    0      0.21668  
  7102.847842   -0.0003   0.00048    0      0.22498  
  7102.888705   -0.0012   0.00048    0      0.24159  
  7102.950000   -0.0015   0.00048    0      0.26649  
  7102.970432   -0.0019   0.00048    1      0.27479  
  7102.990863   -0.0017   0.00048    0      0.28309  
  7103.011295   -0.0021   0.00048    0      0.29140  
  7103.031727   -0.0022   0.00048    0      0.29970  
  7103.072590   -0.0023   0.00048    0      0.31630  
  7103.093021   -0.0024   0.00048    1      0.32460  
  7103.113453   -0.0024   0.00048    0      0.33290  
  7103.133884   -0.0024   0.00048    0      0.34121  
  7103.154316   -0.0024   0.00048    0      0.34951  
  7103.174748   -0.0025   0.00048    0      0.35781  
  7103.195179   -0.0024   0.00048    1      0.36611  
  7103.215611   -0.0022   0.00048    0      0.37441  
  7103.236042   -0.0022   0.00048    0      0.38271  
  7103.256474   -0.0021   0.00048    0      0.39102  
  7103.276906   -0.0022   0.00048    0      0.39932  
  7103.297337   -0.0019   0.00048    1      0.40762  
  7103.317769   -0.0020   0.00048    0      0.41592  
  7103.338200   -0.0018   0.00048    0      0.42422  
  7103.358632   -0.0019   0.00048    0      0.43252  
  7103.399495   -0.0016   0.00048    0      0.44913  
  7103.419927   -0.0017   0.00048    1      0.45743  
  7103.440358   -0.0015   0.00048    1      0.46573  
  7103.460790   +0.0020   0.00048    5      0.47403  
  7103.481221   +0.0181   0.00048    5      0.48233  
  7103.501653   +0.0355   0.00048    5      0.49064  
  7103.522085   +0.0437   0.00048    5      0.49894  
  7103.542516   +0.0387   0.00048    5      0.50724  
  7103.562948   +0.0231   0.00048    5      0.51554  
  7103.583379   +0.0056   0.00048    5      0.52384  
  7103.603811   -0.0014   0.00048    5      0.53214  
  7103.624243   -0.0017   0.00048    1      0.54045  
  7103.644674   -0.0015   0.00048    0      0.54875  
  7103.665106   -0.0018   0.00048    0      0.55705  
  7103.685537   -0.0016   0.00048    0      0.56535  
  7103.705969   -0.0017   0.00048    0      0.57365  
  7103.726400   -0.0018   0.00048    1      0.58195  
  7103.746832   -0.0019   0.00048    0      0.59026  
  7103.767264   -0.0019   0.00048    0      0.59856  
  7103.787695   -0.0019   0.00048    0      0.60686  
  7103.808127   -0.0021   0.00048    0      0.61516  
  7103.828558   -0.0017   0.00048    1      0.62346  
  7103.848990   -0.0020   0.00048    0      0.63177  
  7103.869421   -0.0017   0.00048    0      0.64007  
  7103.889853   -0.0018   0.00048    0      0.64837  
  7103.910285   -0.0016   0.00048    0      0.65667  
  7103.930716   -0.0021   0.00048    1      0.66497  
  7103.951148   -0.0017   0.00048    0      0.67327  
  7103.971579   -0.0019   0.00048    0      0.68158  
  7103.992011   -0.0016   0.00048    0      0.68988  
  7104.012443   -0.0017   0.00048    0      0.69818  
  7104.032874   -0.0016   0.00048    1      0.70648  
  7104.053306   -0.0015   0.00048    0      0.71478  
  7104.073737   -0.0016   0.00048    0      0.72308  
  7104.094169   -0.0012   0.00048    0      0.73139  
  7104.114600   -0.0015   0.00048    0      0.73969  
  7104.135032   -0.0010   0.00048    1      0.74799  
  7104.155464   -0.0011   0.00048    0      0.75629  
  7104.175895   -0.0008   0.00048    0      0.76459  
  7104.196327   -0.0005   0.00048    0      0.77289  
  7104.216758   -0.0002   0.00048    0      0.78120  
  7104.237190   +0.0002   0.00048    1      0.78950  
  7104.257621   +0.0002   0.00048    0      0.79780  
  7104.278053   +0.0011   0.00048    0      0.80610  
  7104.298485   +0.0008   0.00048    0      0.81440  
  7104.318916   +0.0014   0.00048    0      0.82270  
  7104.339348   +0.0013   0.00048    1      0.83101  
  7104.359779   +0.0021   0.00048    0      0.83931  
  7104.380211   +0.0024   0.00048    0      0.84761  
  7104.400642   +0.0028   0.00048    0      0.85591  
  7104.421074   +0.0033   0.00048    0      0.86421  
  7104.441506   +0.0036   0.00048    1      0.87251  
  7104.461937   +0.0041   0.00048    0      0.88082  
  7104.502800   +0.0049   0.00048    0      0.89742  
  7104.523232   +0.0049   0.00048    0      0.90572  
  7104.543664   +0.0056   0.00048    0      0.91402  
  7104.564095   +0.0054   0.00048    1      0.92232  
  7104.584527   +0.0063   0.00048    0      0.93063  
  7104.604958   +0.0061   0.00048    0      0.93893  
  7104.625390   +0.0063   0.00048    1      0.94723  
  7104.686685   +0.0109   0.00048    5      0.97213  
  7104.707116   +0.0398   0.00048    5      0.98044  
  7104.727548   +0.0775   0.00048    5      0.98874  
  7104.747979   +0.1005   0.00048    5      0.99704  
  7104.768411   +0.0967   0.00048    5      0.00534  
  7104.809274   +0.0293   0.00048    5      0.02194  
  7104.829706   +0.0081   0.00048    5      0.03025  
  7104.850137   +0.0071   0.00048    1      0.03855  
  7104.870569   +0.0070   0.00048    0      0.04685  
  7104.911432   +0.0063   0.00048    0      0.06345  
  7104.931864   +0.0061   0.00048    0      0.07175  
  7104.952295   +0.0057   0.00048    1      0.08006  
  7104.972727   +0.0055   0.00048    0      0.08836  
  7104.993158   +0.0048   0.00048    0      0.09666  
  7105.013590   +0.0045   0.00048    0      0.10496  
  7105.034021   +0.0043   0.00048    0      0.11326  
  7105.054453   +0.0037   0.00048    1      0.12156  
  7105.074884   +0.0034   0.00048    0      0.12987  
  7105.095316   +0.0029   0.00048    0      0.13817  
  7105.115748   +0.0025   0.00048    0      0.14647  
  7105.136179   +0.0020   0.00048    0      0.15477  
  7105.156611   +0.0019   0.00048    1      0.16307  
  7105.177042   +0.0013   0.00048    0      0.17138  
  7105.197474   +0.0009   0.00048    0      0.17968  
  7105.217905   +0.0006   0.00048    0      0.18798  
  7105.238337   +0.0004   0.00048    0      0.19628  
  7105.258769   -0.0002   0.00048    1      0.20458  
  7105.279200   -0.0004   0.00048    0      0.21288  
  7105.320063   -0.0009   0.00048    0      0.22949  
  7105.340495   -0.0013   0.00048    0      0.23779  
  7105.360927   -0.0014   0.00048    0      0.24609  
  7105.381358   -0.0016   0.00048    1      0.25439  
  7105.401790   -0.0019   0.00048    0      0.26269  
  7105.422221   -0.0019   0.00048    0      0.27100  
  7105.442653   -0.0023   0.00048    0      0.27930  
  7105.463084   -0.0021   0.00048    0      0.28760  
  7105.483516   -0.0024   0.00048    1      0.29590  
  7105.503948   -0.0024   0.00048    0      0.30420  
  7105.524379   -0.0025   0.00048    0      0.31250  
  7105.565242   -0.0022   0.00048    0      0.32911  
  7105.585674   -0.0025   0.00048    0      0.33741  
  7105.606105   -0.0021   0.00048    1      0.34571  
  7105.626537   -0.0024   0.00048    0      0.35401  
  7105.646969   -0.0021   0.00048    0      0.36231  
  7105.667400   -0.0023   0.00048    0      0.37062  
  7105.687832   -0.0020   0.00048    0      0.37892  
  7105.708263   -0.0020   0.00048    1      0.38722  
  7105.728695   -0.0021   0.00048    0      0.39552  
  7105.749126   -0.0016   0.00048    0      0.40382  
  7105.769558   -0.0020   0.00048    0      0.41212  
  7105.789989   -0.0015   0.00048    0      0.42043  
  7105.810421   -0.0020   0.00048    1      0.42873  
  7105.830853   -0.0013   0.00048    0      0.43703  
  7105.851284   -0.0018   0.00048    0      0.44533  
  7105.871716   -0.0012   0.00048    0      0.45363  
  7105.892147   -0.0018   0.00048    1      0.46193  
  7105.912579   -0.0006   0.00048    5      0.47024  
  7105.933011   +0.0100   0.00048    5      0.47854  
  7105.953442   +0.0282   0.00048    5      0.48684  
  7105.973874   +0.0415   0.00048    5      0.49514  
  7105.994305   +0.0425   0.00048    5      0.50344  
  7106.014737   +0.0315   0.00048    5      0.51174  
  7106.035168   +0.0130   0.00048    5      0.52005  
  7106.055600   +0.0004   0.00048    5      0.52835  
  7106.076032   -0.0018   0.00048    1      0.53665  
  7106.096463   -0.0010   0.00048    0      0.54495  
  7106.116895   -0.0015   0.00048    1      0.55325  
  7106.137326   -0.0014   0.00048    0      0.56155  
  7106.157758   -0.0015   0.00048    0      0.56986  
  7106.178189   -0.0017   0.00048    0      0.57816  
  7106.198621   -0.0013   0.00048    0      0.58646  
  7106.219053   -0.0018   0.00048    1      0.59476  
  7106.239484   -0.0015   0.00048    0      0.60306  
  7106.259916   -0.0019   0.00048    0      0.61136  
  7106.280347   -0.0017   0.00048    0      0.61967  
  7106.300779   -0.0017   0.00048    0      0.62797  
  7106.321210   -0.0021   0.00048    1      0.63627  
  7106.341642   -0.0018   0.00048    0      0.64457  
  7106.362073   -0.0020   0.00048    0      0.65287  
  7106.382505   -0.0020   0.00048    0      0.66117  
  7106.402937   -0.0019   0.00048    0      0.66948  
  7106.423368   -0.0018   0.00048    1      0.67778  
  7106.443800   -0.0019   0.00048    0      0.68608  
  7106.464231   -0.0018   0.00048    0      0.69438  
  7106.484663   -0.0020   0.00048    0      0.70268  
  7106.505095   -0.0016   0.00048    0      0.71098  
  7106.525526   -0.0020   0.00048    1      0.71929  
  7106.545958   -0.0015   0.00048    0      0.72759  
  7106.566389   -0.0015   0.00048    0      0.73589  
  7106.586821   -0.0013   0.00048    0      0.74419  
  7106.607252   -0.0011   0.00048    0      0.75249  
  7106.627684   -0.0009   0.00048    1      0.76079  
  7106.648115   -0.0005   0.00048    0      0.76910  
  7106.668547   -0.0003   0.00048    0      0.77740  
  7106.688979   -0.0001   0.00048    0      0.78570  
  7106.709410   +0.0004   0.00048    0      0.79400  
  7106.729842   +0.0007   0.00048    1      0.80230  
  7106.750273   +0.0013   0.00048    0      0.81061  
  7106.770705   +0.0013   0.00048    0      0.81891  
  7106.791137   +0.0020   0.00048    0      0.82721  
  7106.811568   +0.0024   0.00048    0      0.83551  
  7106.832000   +0.0029   0.00048    1      0.84381  
  7106.872863   +0.0032   0.00048    0      0.86042  
  7106.893294   +0.0038   0.00048    0      0.86872  
  7106.913726   +0.0041   0.00048    0      0.87702  
  7106.934157   +0.0048   0.00048    0      0.88532  
  7106.975021   +0.0054   0.00048    1      0.90192  
  7106.995452   +0.0055   0.00048    0      0.91023  
  7107.015884   +0.0063   0.00048    0      0.91853  
  7107.036315   +0.0063   0.00048    0      0.92683  
  7107.056747   +0.0068   0.00048    0      0.93513  
  7107.077178   +0.0072   0.00048    1      0.94343  
  7107.097610   +0.0072   0.00048    0      0.95173  
  7107.118042   +0.0077   0.00048    1      0.96004  
  7107.138473   +0.0078   0.00048    5      0.96834  
  7107.158905   +0.0244   0.00095    5      0.97664  
  7107.179336   +0.0616   0.00095    5      0.98494  
  7107.199768   +0.0939   0.00095    5      0.99324  
  7107.220199   +0.1026   0.00095    5      0.00154  
  7107.240631   +0.0839   0.00095    5      0.00985  
  7107.261063   +0.0474   0.00095    5      0.01815  
  7107.281494   +0.0148   0.00095    5      0.02645  
  7107.301926   +0.0081   0.00095    1      0.03475  
  7107.322357   +0.0079   0.00095    0      0.04305  
  7107.363220   +0.0061   0.00095    0      0.05966  
  7107.383652   +0.0065   0.00095    0      0.06796  
  7107.404084   +0.0055   0.00095    1      0.07626  
  7107.424515   +0.0057   0.00095    0      0.08456  
  7107.465378   +0.0049   0.00095    0      0.10116  
  7107.485810   +0.0043   0.00095    0      0.10947  
  7107.506241   +0.0038   0.00095    0      0.11777  
  7107.526673   +0.0037   0.00095    1      0.12607  
  7107.547104   +0.0029   0.00095    0      0.13437  
  7107.567536   +0.0029   0.00095    0      0.14267  
  7107.587968   +0.0021   0.00095    0      0.15097  
  7107.608399   +0.0020   0.00095    0      0.15928  
  7107.628831   +0.0014   0.00095    1      0.16758  
  7107.649262   +0.0013   0.00095    0      0.17588  
  7107.669694   +0.0009   0.00095    0      0.18418  
  7107.690125   +0.0006   0.00095    0      0.19248  
  7107.710557   +0.0004   0.00095    0      0.20078  
  7107.730988   +0.0001   0.00095    1      0.20909  
  7107.751420   +0.0003   0.00095    0      0.21739  
  7107.771852   -0.0003   0.00095    0      0.22569  
  7107.792283   -0.0003   0.00095    0      0.23399  
  7107.833146   -0.0007   0.00095    0      0.25059  
  7107.853578   -0.0010   0.00095    1      0.25890  
  7107.874010   -0.0007   0.00095    0      0.26720  
  7107.894441   -0.0003   0.00095    0      0.27550  
  7107.914873   -0.0008   0.00095    0      0.28380  
  7107.935304   -0.0005   0.00095    0      0.29210  
  7107.976167   -0.0004   0.00095    1      0.30871  
  7107.996599   -0.0004   0.00095    0      0.31701  
  7108.017030   +0.0002   0.00095    0      0.32531  
  7108.037462   +0.0001   0.00095    0      0.33361  
  7108.057894   +0.0005   0.00095    0      0.34191  
  7108.098757   -0.0021   0.00095    1      0.35852  
  7108.119188   -0.0024   0.00095    0      0.36682  
  7108.139620   -0.0023   0.00095    0      0.37512  
  7108.160051   -0.0023   0.00095    0      0.38342  
  7108.200915   -0.0017   0.00095    0      0.40002  
  7108.221346   -0.0020   0.00095    1      0.40833  
  7108.241778   -0.0015   0.00095    0      0.41663  
  7108.262209   -0.0014   0.00095    0      0.42493  
  7108.282641   -0.0010   0.00095    0      0.43323  
  7108.323504   -0.0005   0.00095    1      0.44984  
  7108.384799   +0.0049   0.00095    5      0.47474  
  7108.405230   +0.0216   0.00095    5      0.48304  
  7108.425662   +0.0388   0.00095    5      0.49134  
  7108.446093   +0.0461   0.00095    5      0.49965  
  7108.486957   +0.0240   0.00095    5      0.51625  
  7108.507388   +0.0072   0.00095    5      0.52455  
  7108.527820   +0.0011   0.00095    1      0.53285  
  7108.548251   +0.0013   0.00095    0      0.54115  
  7108.589114   -0.0018   0.00095    0      0.55776  
  7108.609546   -0.0017   0.00095    0      0.56606  
  7108.629977   -0.0019   0.00095    1      0.57436  
  7108.650409   -0.0020   0.00095    0      0.58266  
  7108.670840   -0.0017   0.00095    0      0.59096  
  7108.691272   -0.0019   0.00095    0      0.59927  
  7108.711704   -0.0009   0.00095    0      0.60757  
  7108.732135   -0.0017   0.00095    1      0.61587  
  7108.752567   -0.0011   0.00095    0      0.62417  
  7108.772998   -0.0016   0.00095    0      0.63247  
  7108.793430   -0.0006   0.00095    0      0.64077  
  7108.834293   -0.0015   0.00095    0      0.65738  
  7108.854725   -0.0014   0.00095    1      0.66568  
  7108.875156   -0.0015   0.00095    0      0.67398  
  7108.895588   -0.0010   0.00095    0      0.68228  
  7108.916019   -0.0011   0.00095    0      0.69058  
  7108.936451   -0.0006   0.00095    0      0.69889  
  7108.956882   -0.0007   0.00095    1      0.70719  
  7108.997746   +0.0000   0.00095    0      0.72379  
  7109.018177   +0.0004   0.00095    0      0.73209  
  7109.079472   -0.0008   0.00095    0      0.75700  
  7109.099903   -0.0011   0.00095    0      0.76530  
  7109.120335   -0.0004   0.00095    1      0.77360  
  7109.140766   -0.0004   0.00095    0      0.78190  
  7109.161198   +0.0004   0.00095    0      0.79020  
  7109.181630   +0.0008   0.00095    0      0.79851  
  7109.202061   +0.0014   0.00095    0      0.80681  
  7109.222493   +0.0017   0.00095    1      0.81511  
  7109.242924   +0.0022   0.00095    0      0.82341  
  7109.345082   +0.0033   0.00095    0      0.86492  
  7109.365514   +0.0034   0.00095    0      0.87322  
  7109.385945   +0.0044   0.00095    0      0.88152  
  7109.406377   +0.0043   0.00095    1      0.88982  
  7109.426808   +0.0049   0.00095    0      0.89813  
  7109.447240   +0.0053   0.00095    0      0.90643  
  7109.467671   +0.0057   0.00095    0      0.91473  
  7109.488103   +0.0064   0.00095    0      0.92303  
  7109.549398   +0.0075   0.00095    1      0.94794  
  7109.590261   +0.0081   0.00095    1      0.96454  
  7109.651555   +0.0825   0.00095    5      0.98944  
  7109.692419   +0.0973   0.00095    5      0.00605  
  7109.712850   +0.0668   0.00095    5      0.01435  
  7109.733282   +0.0288   0.00095    5      0.02265  
  7109.753713   +0.0103   0.00095    5      0.03095  
  7109.815008   +0.0069   0.00095    1      0.05586  
  7109.835440   +0.0074   0.00095    0      0.06416  
  7109.855871   +0.0070   0.00095    0      0.07246  
  7109.876303   +0.0071   0.00095    1      0.08076  
  7109.917166   +0.0072   0.00095    0      0.09737  
  7109.958029   +0.0065   0.00095    0      0.11397  
  7109.998892   +0.0078   0.00095    -1     0.13057  
  7110.060187   +0.0024   0.00095    0      0.15548  
  7110.080618   +0.0024   0.00095    1      0.16378  
  7110.101050   +0.0027   0.00095    0      0.17208  
  7110.121481   +0.0021   0.00095    0      0.18038  
  7110.141913   +0.0019   0.00095    0      0.18869  
  7110.162344   +0.0017   0.00095    0      0.19699  
  7110.182776   +0.0018   0.00095    1      0.20529  
  7110.203208   +0.0019   0.00095    0      0.21359  
  7110.244071   +0.0013   0.00095    0      0.23019  
  7110.305365   -0.0014   0.00095    0      0.25510  
  7110.325797   -0.0010   0.00095    0      0.26340  
  7110.346229   -0.0008   0.00095    1      0.27170  
  7110.427955   -0.0003   0.00095    0      0.30491  
  7110.448386   +0.0001   0.00095    0      0.31321  
  7110.489250   +0.0086   0.00095    -1     0.32981  
  7110.550544   -0.0030   0.00095    0      0.35472  
  7110.591407   -0.0027   0.00095    1      0.37132  
  7110.611839   -0.0030   0.00095    0      0.37962  
  7110.632270   -0.0026   0.00095    0      0.38793  
  7110.652702   -0.0027   0.00095    0      0.39623  
  7110.673134   -0.0018   0.00095    0      0.40453  
  7110.693565   -0.0021   0.00095    1      0.41283  
  7110.713997   -0.0014   0.00095    0      0.42113  
  7110.734428   -0.0019   0.00095    0      0.42943  
  7110.754860   -0.0007   0.00095    0      0.43774  
  7110.795723   -0.0020   0.00095    0      0.45434  
  7110.816154   -0.0015   0.00095    1      0.46264  
  7110.836586   -0.0011   0.00095    5      0.47094  
  7110.857018   +0.0120   0.00095    5      0.47924  
  7110.877449   +0.0296   0.00095    5      0.48755  
  7110.897881   +0.0429   0.00095    5      0.49585  
  7110.918312   +0.0424   0.00095    5      0.50415  
  7110.938744   +0.0306   0.00095    5      0.51245  
  7110.979607   +0.0007   0.00095    5      0.52905  
  7111.040902   -0.0020   0.00095    1      0.55396  
  7111.061333   -0.0022   0.00095    0      0.56226  
  7111.081765   -0.0018   0.00095    1      0.57056  
  7111.102196   -0.0020   0.00095    0      0.57886  
  7111.122628   -0.0017   0.00095    0      0.58717  
  7111.143059   -0.0022   0.00095    0      0.59547  
  7111.163491   -0.0020   0.00095    0      0.60377  
  7111.183923   -0.0019   0.00095    1      0.61207  
  7111.224786   -0.0017   0.00095    0      0.62867  
  7111.286080   -0.0011   0.00095    0      0.65358  
  7111.306512   -0.0006   0.00095    0      0.66188  
  7111.326944   -0.0013   0.00095    0      0.67018  
  7111.367807   +0.0003   0.00095    1      0.68679  
  7111.388238   +0.0005   0.00095    0      0.69509  
  7111.408670   +0.0006   0.00095    0      0.70339  
  7111.429101   +0.0003   0.00095    0      0.71169  
  7111.469964   +0.0007   0.00095    0      0.72829  
  7111.531259   -0.0005   0.00095    1      0.75320  
  7111.551691   -0.0004   0.00095    0      0.76150  
  7111.572122   +0.0001   0.00095    0      0.76980  
  7111.592554   +0.0007   0.00095    0      0.77810  
  7111.612985   +0.0008   0.00095    0      0.78641  
  7111.633417   +0.0018   0.00095    1      0.79471  
  7111.653848   +0.0021   0.00095    0      0.80301  
  7111.674280   +0.0031   0.00095    0      0.81131  
  7111.694712   +0.0036   0.00095    0      0.81961  
  7111.776438   +0.0030   0.00095    0      0.85282  
  7111.796869   +0.0033   0.00095    1      0.86112  
  7111.817301   +0.0043   0.00095    0      0.86942  
  7111.858164   +0.0055   0.00095    0      0.88603  
  7111.878596   +0.0061   0.00095    0      0.89433  
  7111.899027   +0.0058   0.00095    0      0.90263  
  7111.919459   +0.0071   0.00095    1      0.91093  
  7111.939890   +0.0079   0.00095    0      0.91923  
  7112.021617   +0.0065   0.00095    0      0.95244  
  7112.042048   +0.0068   0.00095    1      0.96074  
  7112.062480   +0.0074   0.00095    5      0.96904  
  7112.082911   +0.0263   0.00095    5      0.97735  
  7112.103343   +0.0642   0.00095    5      0.98565  
  7112.123774   +0.0954   0.00095    5      0.99395  
  7112.144206   +0.1021   0.00095    5      0.00225  
  7112.164637   +0.0807   0.00095    5      0.01055  
  7112.185069   +0.0446   0.00095    5      0.01885  
  7112.266795   +0.0059   0.00095    1      0.05206  
  7112.287227   +0.0055   0.00095    0      0.06036  
  7112.307658   +0.0059   0.00095    0      0.06866  
  7112.328090   +0.0053   0.00095    0      0.07697  
  7112.348522   +0.0051   0.00095    1      0.08527  
  7112.368953   +0.0053   0.00095    0      0.09357  
  7112.389385   +0.0048   0.00095    0      0.10187  
  7112.409816   +0.0050   0.00095    0      0.11017  
  7112.430248   +0.0048   0.00095    0      0.11847  
  7112.450679   +0.0049   0.00095    1      0.12678  
  7112.471111   +0.0043   0.00095    0      0.13508  
  7112.511974   +0.0023   0.00095    0      0.15168  
  7112.532406   +0.0019   0.00095    0      0.15998  
  7112.552837   +0.0021   0.00095    0      0.16828  
  7112.573269   +0.0014   0.00095    1      0.17659  
  7112.593700   +0.0020   0.00095    0      0.18489  
  7112.614132   +0.0013   0.00095    0      0.19319  
  7112.634563   +0.0022   0.00095    0      0.20149  
  7112.675426   +0.0017   0.00095    0      0.21809  
  7112.695858   +0.0012   0.00095    1      0.22640  
  7112.757153   -0.0015   0.00095    0      0.25130  
  7112.777584   -0.0010   0.00095    0      0.25960  
  7112.798016   -0.0018   0.00095    0      0.26790  
  7112.818447   -0.0014   0.00095    0      0.27621  
  7112.838879   -0.0017   0.00095    1      0.28451  
  7112.859310   -0.0008   0.00095    0      0.29281  
  7112.879742   -0.0014   0.00095    0      0.30111  
  7112.900173   -0.0008   0.00095    0      0.30941  
  7112.920605   -0.0011   0.00095    0      0.31771  
  7112.941037   -0.0007   0.00095    1      0.32602  
  7112.961468   -0.0006   0.00095    0      0.33432  
  7113.002331   -0.0027   0.00095    0      0.35092  
  7113.043194   -0.0027   0.00095    0      0.36752  
  7113.063626   -0.0028   0.00095    0      0.37583  
  7113.084058   -0.0022   0.00095    1      0.38413  
  7113.104489   -0.0024   0.00095    0      0.39243  
  7113.165784   -0.0016   0.00095    0      0.41733  
  7113.186215   -0.0013   0.00095    0      0.42564  
  7113.206647   -0.0011   0.00095    0      0.43394  
  7113.247510   -0.0007   0.00095    1      0.45054  
  7113.267942   -0.0005   0.00095    0      0.45884  
  7113.288373   -0.0004   0.00095    1      0.46714  
  7113.308805   +0.0059   0.00095    5      0.47545  
  7113.329236   +0.0233   0.00095    5      0.48375  
  7113.349668   +0.0394   0.00095    5      0.49205  
  7113.410963   +0.0224   0.00095    5      0.51695  
  7113.492689   -0.0014   0.00095    1      0.55016  
  7113.513120   -0.0012   0.00095    0      0.55846  
  7113.533552   -0.0013   0.00095    0      0.56676  
  7113.553983   -0.0009   0.00095    1      0.57507  
  7113.574415   -0.0006   0.00095    0      0.58337  
  7113.594847   -0.0002   0.00095    0      0.59167  
  7113.615278   -0.0005   0.00095    0      0.59997  
  7113.635710   -0.0004   0.00095    0      0.60827  
  7113.676573   +0.0001   0.00095    1      0.62488  
  7113.697004   +0.0002   0.00095    0      0.63318  
  7113.737867   -0.0016   0.00095    0      0.64978  
  7113.758299   -0.0012   0.00095    0      0.65808  
  7113.778731   -0.0016   0.00095    0      0.66639  
  7113.799162   -0.0006   0.00095    1      0.67469  
  7113.819594   -0.0007   0.00095    0      0.68299  
  7113.840025   -0.0002   0.00095    0      0.69129  
  7113.860457   +0.0001   0.00095    0      0.69959  
  7113.880888   +0.0003   0.00095    0      0.70789  
  7113.983046   -0.0012   0.00095    1      0.74940  
  7114.003478   +0.0003   0.00095    0      0.75770  
  7114.023909   +0.0003   0.00095    0      0.76601  
  7114.044341   +0.0010   0.00095    0      0.77431  
  7114.064773   +0.0015   0.00095    0      0.78261  
  7114.105636   +0.0029   0.00095    1      0.79921  
  7114.146499   +0.0034   0.00095    0      0.81582  
  7114.166930   +0.0038   0.00095    0      0.82412  
  7114.228225   +0.0030   0.00095    0      0.84902  
  7114.248656   +0.0033   0.00095    0      0.85732  
  7114.269088   +0.0045   0.00095    1      0.86563  
  7114.289520   +0.0051   0.00095    0      0.87393  
  7114.309951   +0.0052   0.00095    0      0.88223  
  7114.330383   +0.0059   0.00095    0      0.89053  
  7114.350814   +0.0067   0.00095    0      0.89883  
  7114.371246   +0.0079   0.00095    1      0.90713  
  7114.391677   +0.0071   0.00095    0      0.91544  
  7114.412109   +0.0082   0.00095    0      0.92374  
  7114.473404   +0.0076   0.00095    0      0.94864  
